Date,Product_ID,Product_name,Historical_Sales,Promotion,Demand,Day_of_Week,Month
2023-01-01,MED001,Paracetamol,22,0,48,3,4
2023-01-01,MED002,Ibuprofen,79,1,109,4,10
2023-01-01,MED003,Amoxicillin,75,0,98,1,6
2023-01-01,MED004,Painkiller,79,0,84,1,12
2023-01-01,MED005,DOLO,58,1,74,2,2
2023-01-04,MED001,Paracetamol,46,1,53,6,5
2023-01-04,MED002,Ibuprofen,40,1,68,1,7
2023-01-04,MED003,Amoxicillin,50,0,49,1,1
2023-01-04,MED004,Painkiller,51,1,70,3,9
2023-01-04,MED005,DOLO,75,1,67,1,3
2023-01-08,MED001,Paracetamol,54,0,45,2,5
2023-01-08,MED002,Ibuprofen,90,0,82,5,8
2023-01-08,MED003,Amoxicillin,22,0,17,2,10
2023-01-08,MED004,Painkiller,58,0,74,2,11
2023-01-08,MED005,DOLO,31,1,29,1,2
2023-01-10,MED001,Paracetamol,93,0,116,5,10
2023-01-10,MED002,Ibuprofen,87,1,108,0,4
2023-01-10,MED003,Amoxicillin,96,0,106,2,10
2023-01-10,MED004,Painkiller,69,0,86,1,3
2023-01-10,MED005,DOLO,33,0,36,2,8
2023-01-15,MED001,Paracetamol,72,1,99,0,8
2023-01-15,MED002,Ibuprofen,88,1,85,2,9
2023-01-15,MED003,Amoxicillin,74,1,79,2,3
2023-01-15,MED004,Painkiller,66,1,79,6,5
2023-01-15,MED005,DOLO,22,0,15,5,11
2023-01-19,MED001,Paracetamol,50,1,75,3,5
2023-01-19,MED002,Ibuprofen,66,0,90,6,4
2023-01-19,MED003,Amoxicillin,76,1,66,3,5
2023-01-19,MED004,Painkiller,58,0,63,2,4
2023-01-19,MED005,DOLO,40,1,70,2,11
2023-01-22,MED001,Paracetamol,72,0,79,6,2
2023-01-22,MED002,Ibuprofen,82,1,98,6,6
2023-01-22,MED003,Amoxicillin,74,0,74,5,5
2023-01-22,MED004,Painkiller,84,0,96,3,10
2023-01-22,MED005,DOLO,90,1,109,5,1
2023-01-26,MED001,Paracetamol,26,0,56,3,11
2023-01-26,MED002,Ibuprofen,37,0,52,1,11
2023-01-26,MED003,Amoxicillin,59,1,85,0,2
2023-01-26,MED004,Painkiller,40,0,63,5,11
2023-01-26,MED005,DOLO,36,1,46,3,8
2023-01-28,MED001,Paracetamol,37,1,38,5,10
2023-01-28,MED002,Ibuprofen,61,1,63,0,7
2023-01-28,MED003,Amoxicillin,67,0,82,3,10
2023-01-28,MED004,Painkiller,48,0,39,4,11
2023-01-28,MED005,DOLO,98,0,93,3,4
2023-01-29,MED001,Paracetamol,53,0,46,3,10
2023-01-29,MED002,Ibuprofen,74,1,73,0,6
2023-01-29,MED003,Amoxicillin,41,0,31,5,9
2023-01-29,MED004,Painkiller,75,1,96,0,4
2023-01-29,MED005,DOLO,46,0,53,2,12
2023-02-02,MED001,Paracetamol,83,1,81,3,4
2023-02-02,MED002,Ibuprofen,96,0,104,5,11
2023-02-02,MED003,Amoxicillin,44,1,45,3,3
2023-02-02,MED004,Painkiller,23,1,29,1,10
2023-02-02,MED005,DOLO,77,0,90,4,11
2023-02-05,MED001,Paracetamol,78,0,68,3,3
2023-02-05,MED002,Ibuprofen,61,1,64,5,7
2023-02-05,MED003,Amoxicillin,74,1,68,0,9
2023-02-05,MED004,Painkiller,27,0,38,1,8
2023-02-05,MED005,DOLO,65,0,55,2,9
